Question ID,Domain,Question Text,Question Type
M.1.28,M. Endpoint Security,"Is a Virtual Desktop Infrastructure used for accessing, transmitting, or processing Scoped Data?","Yes,No,N/A"
M.1.29,M. Endpoint Security,"Does the organization have policies, procedures, or mechanisms in place to protect assets outside of the organization's premises?","Yes,No,N/A"
M.2,M. Endpoint Security,Does the organization have a policy or procedure to train personnel on the secure and appropriate use of online resources?,"Yes,No,N/A"
M.3,M. Endpoint Security,"Does the organization maintain policies and procedures for the access to and the usage of collaborative computing devices or applications e.g., networked white boards, cameras, and microphones?","Yes,No,N/A"
M.3.1,M. Endpoint Security,"Does the organization use authorized devices for collaboration on sensitive data, and is remote activation not allowed without consent?","Yes,No,N/A"
N.1,N. Network Security,Does the organization build and maintain a secure network and systems?,"Yes,No,N/A"
N.1.1,N. Network Security,Does the organization have processes and mechanisms that are defined and understood for installing and maintaining network security controls?,"Yes,No,N/A"
N.1.2,N. Network Security,Does the organization have a process to configure and maintain network security controls?,"Yes,No,N/A"
N.1.2.1,N. Network Security,Does the organization execute all changes to network connections and configurations of Network Security Controls (NSCs) per the change control processes?,"Yes,No,N/A"
N.2,N. Network Security,"Does the organization have a Network Security Program with a defined policy that outlines security requirements, is reviewed regularly by an owner, and communicated to relevant parties?","Yes,No,N/A"
N.2.1,N. Network Security,Are reviews performed to validate compliance with documented network device standards at least annually?,"Yes,No,N/A"
N.3,N. Network Security,"Is every connection to an external network terminated at a firewall e.g., the Internet, partner networks?","Yes,No,N/A"
N.3.1,N. Network Security,Are network or security technologies used to establish and enforce security requirements and block unauthorized traffic between segregated systems and other networks and systems?,"Yes,No,N/A"
N.3.2,N. Network Security,"Are all firewall and other network Access Control List (ACL) rules reviewed and updated at least quarterly and include identification and removal of networks, sub networks, hosts, protocols, or ports no longer in use?","Yes,No,N/A"
N.3.2.1,N. Network Security,"Does the organization have protocols to identify and continuously address people risk when internal personnel or contractors do not follow system usage procedures, practices, and rules, thus deviating from expected behavior in a way that could damage organizational performance and reputation?","Yes,No,N/A"
N.3.3,N. Network Security,Is there a separate network segment or dedicated endpoints for remote access to internal networks?,"Yes,No,N/A"
N.3.4,N. Network Security,"Do all network segmentation and segregation technologies enforce the principles of least privilege, need-to-know, and whitelisting rather than blacklisting?","Yes,No,N/A"
N.4,N. Network Security,"Are all network devices patched with all, available high-risk security patches applied and verified?","Yes,No,N/A"
N.4.1,N. Network Security,"Does network device patching include testing of patches, service packs, and hot fixes prior to installation?","Yes,No,N/A"
N.5,N. Network Security,Has management approved a policy for remote access to scoped systems and data communicated to constituents?,"Yes,No,N/A"
N.5.1,N. Network Security,Are encrypted communications required for all remote network connections from external networks to networks containing scoped systems and data?,"Yes,No,N/A"
N.5.2,N. Network Security,"Is remote administration of organizational assets approved, logged, and performed in a manner that prevents unauthorized access?","Yes,No,N/A"
N.5.3,N. Network Security,Are Split Tunneling and Bridged Internet Connections while remotely connected to the company network prohibited by policy and/or technical control?,"Yes,No,N/A"
N.5.4,N. Network Security,Is multi-factor authentication required for all remote network connections from external networks to networks containing scoped systems and data?,"Yes,No,N/A"
N.5.5,N. Network Security,Is remote access and communication paths of access monitored?,"Yes,No,N/A"
N.7,N. Network Security,"Are Network Intrusion Detection/Prevention Systems (NIDS/NIPS) employed e.g., appliances, software, etc.?","Yes,No,N/A"
N.7.1,N. Network Security,"Are Network Intrusion Detection signatures updated on a periodic basis? If yes, provide the frequency in the Additional Information field.","Yes,No,N/A"
N.8,N. Network Security,"Is there an DMZ environment within the network that transmits, processes, or stores scoped systems and data e.g., web servers, DNS, directory services, remote access, etc.?","Yes,No,N/A"
N.8.1,N. Network Security,Are DMZ environments divided into isolated DMZ network segments for devices that initiate outbound traffic to the Internet and those that only receive inbound traffic?,"Yes,No,N/A"
N.9,N. Network Security,"Is there a wireless policy or program that has been approved by management, communicated to appropriate constituents and has an owner to maintain, and review the policy?","Yes,No,N/A"
N.10,N. Network Security,Are the perimeters of each domain clearly defined on separate networks?,"Yes,No,N/A"
N.10.1,N. Network Security,"Are the networks segmented into domains based on an evaluation of the security requirements for each domain, and is access permitted through gateways according to those criteria?","Yes,No,N/A"
N.10.2,N. Network Security,"Does the Wireless Security Policy require wireless connections to be secured with WPA2, and encrypted using AES or CCMP?","Yes,No,N/A"
N.10.3,N. Network Security,"Does the Wireless Security Policy require approved, and vendor supported wireless access points?","Yes,No,N/A"
N.11,N. Network Security,"Are there security standards, baseline configurations, patching, access control, and strong passwords for network devices such as Firewalls, Switches, Routers, and Wireless Access Points?","Yes,No,N/A"
N.12,N. Network Security,Are default passwords changed or disabled prior to placing network devices into production?,"Yes,No,N/A"
N.13,N. Network Security,Is there an approval process prior to installing a network device?,"Yes,No,N/A"
N.13.1,N. Network Security,"Is there a process that requires security approval to allow external networks to connect to the company network, and enforces the least privilege necessary?","Yes,No,N/A"
N.13.2,N. Network Security,"Is security approval required to connect a device on the company network to a non-company network (including the Internet) if it bypasses network security devices e.g., firewall, IPS, content filter?","Yes,No,N/A"
N.13.3,N. Network Security,"Is there a process that requires security approval to allow connections to internal network services from third party users, and enforces the least privilege necessary?","Yes,No,N/A"
N.14,N. Network Security,Are all network device administrative interfaces configured to require authentication and encryption?,"Yes,No,N/A"
N.15,N. Network Security,"Are corporate standardized Simple Network Management Protocol (SNMP) Community Strings used, default strings such as 'public' or 'private' removed, and SNMP configured to use the most secure compatible version of the protocol?","Yes,No,N/A"
N.16,N. Network Security,Is there sufficient detail contained in network device logs to support incident investigation?,"Yes,No,N/A"
N.17,N. Network Security,"Are third party support personnel granted remote network access only upon request, their activity is logged while active, and their access is removed upon completion of support?","Yes,No,N/A"
N.18,N. Network Security,Are Baseboard Management Controllers (BMCs) enabled on any servers or other devices?,"Yes,No,N/A"
N.19,N. Network Security,Are mechanisms implemented to achieve resilience requirements in normal and adverse situations such as Distributed Denial of Service (DDoS) attacks?,"Yes,No,N/A"
O.1,"O. Environ, Social, Gov (ESG)",Does the organization have and adhere to an environmental policy that sets out clear commitments and targets to improve the organization's footprint?,"Yes,No,N/A"
O.1.1,"O. Environ, Social, Gov (ESG)",Does the organization's environmental policy cover climate change issues that could be material to the organization?,"Yes,No,N/A"
O.1.2,"O. Environ, Social, Gov (ESG)",Does the organization incorporate consideration of climate risks into its governance structure at the group or insurer entity level?,"Yes,No,N/A"
O.1.3,"O. Environ, Social, Gov (ESG)","Does the organization's environmental policy have executive and board-level commitment, support, and endorsement?","Yes,No,N/A"
O.1.4,"O. Environ, Social, Gov (ESG)",Does the insurer have a written policy approved by its board that outlines how the insurer monitors and manages significant climate risks in accordance with its risk appetite statement?,"Yes,No,N/A"
O.1.5,"O. Environ, Social, Gov (ESG)","Is the organization taking into account the impact of climate-related factors on its business, using appropriate time horizons tailored to the insurer, their activities, and the decisions being made?","Yes,No,N/A"
O.1.6,"O. Environ, Social, Gov (ESG)",Is the organization's environmental policy regularly reviewed and updated accordingly?,"Yes,No,N/A"
O.2,"O. Environ, Social, Gov (ESG)",Does the organization have material discharges to air as a direct result of its operations?,"Yes,No,N/A"
O.3,"O. Environ, Social, Gov (ESG)","Does the organization have processes to ensure that there are no material discharges to land or water, as a direct result of business operations?","Yes,No,N/A"
O.4,"O. Environ, Social, Gov (ESG)","Has the organization implemented procedures to ensure the safe use, handling, storage, and disposal of hazardous/toxic chemicals and substances?","Yes,No,N/A"
O.5,"O. Environ, Social, Gov (ESG)","Does the organization maintain processes to ensure there are no adverse impacts on biodiversity, including deforestation, ecosystem integrity, natural resource conservation, and land degradation?","Yes,No,N/A"
O.6,"O. Environ, Social, Gov (ESG)","Are there any financial provisions in the annual accounting statements of the organization to address environmental issues, breaches, non-compliances, enforcements, prosecutions, or fines, if they exist?","Yes,No,N/A"
O.7,"O. Environ, Social, Gov (ESG)",Does the organization have documented policies and procedures in place that address the prevention of modern slavery?,"Yes,No,N/A"
O.8,"O. Environ, Social, Gov (ESG)",Does the organization ensure that sub-contractors are treated fairly and ethically per local standards and regulations?,"Yes,No,N/A"
O.9,"O. Environ, Social, Gov (ESG)",Does the organization have a documented policy on Health and Safety?,"Yes,No,N/A"
O.10,"O. Environ, Social, Gov (ESG)",Has the organization established formal community relations programs to promote its involvement in the community?,"Yes,No,N/A"
O.11,"O. Environ, Social, Gov (ESG)",Does the organization have policies to ensure products and services do not generate health and safety concerns?,"Yes,No,N/A"
O.12,"O. Environ, Social, Gov (ESG)","Does the organization have a formalized Environmental, Social, and Governance (ESG) program or set of policies & procedures aligned to its Enterprise Risk Management framework approved by executive management and the Board of Directors?","Yes,No,N/A"
O.12.1,"O. Environ, Social, Gov (ESG)","Are the organization's Environmental, Social, and Governance (ESG) policies regularly reviewed and approved by executive management and the Board of Directors?","Yes,No,N/A"
O.13,"O. Environ, Social, Gov (ESG)","Does the organization have a formal diversity, equity, and inclusion (DEI) statement or policy?","Yes,No,N/A"
O.13.1,"O. Environ, Social, Gov (ESG)",Does the organization have a formal commitment or policy to supplier diversity?,"Yes,No,N/A"
O.13.2,"O. Environ, Social, Gov (ESG)","Does the organization publish an external report on its Environmental, Social, and Governance (ESG) efforts?","Yes,No,N/A"
O.14,"O. Environ, Social, Gov (ESG)",Does the organization have a documented policy for Ethical Sourcing?,"Yes,No,N/A"
O.14.1,"O. Environ, Social, Gov (ESG)",Does the organization have a responsible purchasing procedure or standard for suppliers?,"Yes,No,N/A"
O.14.2,"O. Environ, Social, Gov (ESG)",Does the organization have a defined supplier code of conduct required of all suppliers?,"Yes,No,N/A"
O.14.3,"O. Environ, Social, Gov (ESG)","Has the organization published a clear statement of its Environmental, Social, and Governance (ESG) values for its suppliers?","Yes,No,N/A"
O.14.4,"O. Environ, Social, Gov (ESG)","Does the organization evaluate its suppliers based on its Environmental, Social, and Governance (ESG) values?","Yes,No,N/A"
O.14.5,"O. Environ, Social, Gov (ESG)",Does the organization include defined standards in the Procurement and Sourcing process to address environmental sustainability?,"Yes,No,N/A"
O.15,"O. Environ, Social, Gov (ESG)",Has the organization conducted a baseline assessment of its carbon/Greenhouse Gas (GHG) footprint in alignment with the Greenhouse Gas Protocol?,"Yes,No,N/A"
O.16,"O. Environ, Social, Gov (ESG)",Is the organization compliant with carbon and Greenhouse Gas (GHG) requirements for monitoring and reporting?,"Yes,No,N/A"
O.17,"O. Environ, Social, Gov (ESG)","Is the organization aware of any past or current soil or groundwater contamination issues at any of its locations, or the need to conduct an investigation or remediation activities?","Yes,No,N/A"
O.18,"O. Environ, Social, Gov (ESG)",Are renewable resources being utilized by the organization?,"Yes,No,N/A"
O.19,"O. Environ, Social, Gov (ESG)",Does the organization have any processes to monitor and reduce energy consumption?,"Yes,No,N/A"
O.20,"O. Environ, Social, Gov (ESG)",Does the organization assess opportunities to generate its sources of energy/power at its locations?,"Yes,No,N/A"
O.21,"O. Environ, Social, Gov (ESG)",Have initiatives been put in place by the organization to monitor and reduce water consumption and improve efficiencies?,"Yes,No,N/A"
O.22,"O. Environ, Social, Gov (ESG)",Does the organization have processes to avoid generating material quantities of waste or hazardous waste?,"Yes,No,N/A"
O.23,"O. Environ, Social, Gov (ESG)","Does the organization have and follow procedures for responsible disposal of expired or unused raw materials and reduction, reuse, and recycling of waste?","Yes,No,N/A"
O.24,"O. Environ, Social, Gov (ESG)",Does the organization have a compliance program and procedures that address health and safety risks?,"Yes,No,N/A"
O.25,"O. Environ, Social, Gov (ESG)",Does the organization have a formal and functional grievance mechanism for employees and contractors?,"Yes,No,N/A"
O.26,"O. Environ, Social, Gov (ESG)",Do all employees in the organization meet minimum age standards and regulations?,"Yes,No,N/A"
O.27,"O. Environ, Social, Gov (ESG)",Do all employees in the organization meet minimum wage standards and regulations?,"Yes,No,N/A"
O.28,"O. Environ, Social, Gov (ESG)","Has the organization created, put into practice, and regularly reviewed a comprehensive set of policies related to occupational health and safety that comply with the standards set by the U.S. Occupational Health and Safety (OHS), EU directives, or other applicable local regulations?","Yes,No,N/A"
O.29,"O. Environ, Social, Gov (ESG)",Does the organization provide all employees and contractors with health and safety training commensurate with their roles and responsibilities?,"Yes,No,N/A"
O.29.1,"O. Environ, Social, Gov (ESG)",Has the organization documented and implemented formal processes for regularly undertaking workplace health and safety risk assessments?,"Yes,No,N/A"
O.30,"O. Environ, Social, Gov (ESG)",Does the organization have a policy for ensuring the diversity of board members and reporting this information as appropriate?,"Yes,No,N/A"
O.31,"O. Environ, Social, Gov (ESG)","Is the organization's Board of Directors monitoring Environmental, Social, and Governance (ESG) performance?","Yes,No,N/A"
O.32,"O. Environ, Social, Gov (ESG)","Has the organization implemented Environmental, Social, and Governance (ESG) policies with clear commitments and targets to improve ESG performance, incorporating key ESG risks and opportunities?","Yes,No,N/A"
O.33,"O. Environ, Social, Gov (ESG)","Does the organization have a process to regularly evaluate relevant Environmental, Social and Governance (ESG) issues and are those issues incorporated into the organization's strategic planning processes?","Yes,No,N/A"
O.34,"O. Environ, Social, Gov (ESG)","Does the organization have a functional and certified data protection, privacy, and security management system, e.g., ISO 27001?","Yes,No,N/A"
O.34.1,"O. Environ, Social, Gov (ESG)",Is the organization aware of any breaches in cybersecurity within the last three years?,"Yes,No,N/A"
P.1,P. Privacy Management,"Is there collection, access, processing, disclosure, or retention of any classification of personal information or personal data of individuals on behalf of the client?","Yes,No,N/A"
P.1.1,P. Privacy Management,"Is client scoped data collected, accessed, transmitted, processed, disclosed, or retained that can be classified as client-scoped employee data in accordance with state privacy laws (e.g., CPRA)?","Yes,No,N/A"
P.1.2,P. Privacy Management,"Is client scoped data collected, accessed, transmitted, processed, disclosed, or retained that can be classified as nonpublic personal information or personally identifiable financial information under the Gramm-Leach-Bliley Act (GLBA) and related Privacy and Security Safeguards Rules?","Yes,No,N/A"
P.1.2.1,P. Privacy Management,"Does client scoped data include the disclosure of identifiers to the consumer's account to any third party, according to the Gramm-Leach-Bliley Act (GLBA) and related Privacy and Security Safeguards Rules?","Yes,No,N/A"
P.1.2.2,P. Privacy Management,"Do contracts between parties, including fourth parties, specify the obligations to implement and maintain technical, administrative, and physical data safeguards for the protection of personal information's authenticity, availability, integrity, and confidentiality?","Yes,No,N/A"
P.1.2.3,P. Privacy Management,"Do contracts between parties, including fourth parties, specify the limitations on the disclosure or sharing of personal information for marketing purposes according to the Gramm-Leach-Bliley Act (GLBA) and related Privacy and Security Safeguards Rules?","Yes,No,N/A"
P.2,P. Privacy Management,Does the organization have a policy for preserving privacy and protecting personally identifiable information (PII) and is this policy communicated to all relevant parties?,"Yes,No,N/A"
P.2.1,P. Privacy Management,"Is client scoped data collected, accessed, processed, disclosed, or retained that can be classified as consumer report information or derived from a consumer report under the Fair and Accurate Credit Transactions Act (FACTA)?","Yes,No,N/A"
P.2.1.1,P. Privacy Management,Are there policies and procedures for secure disposal of consumer information contained in a consumer credit report or information derived from a consumer credit report?,"Yes,No,N/A"
P.2.2,P. Privacy Management,"Is client scoped data collected, accessed, transmitted, processed, disclosed, or retained that can be classified as Protected Health Information (PHI) or other higher healthcare classifications of privacy data under the U.S. Health Insurance Portability and Accountability Act (HIPAA)?","Yes,No,N/A"
P.2.2.1,P. Privacy Management,"Are there documented policies and procedures to detect and report unauthorized acquisition, use, or disclosure of client scoped data (e.g., PHI/PII)?","Yes,No,N/A"
P.2.2.2,P. Privacy Management,"Is there a Business Associate Agreement (BAA) contract in place to address obligations for the privacy and security requirements for the services provided to the covered entity (e.g., healthcare, finance, etc.)?","Yes,No,N/A"
P.2.3,P. Privacy Management,"Is client scoped data collected, accessed, transmitted, processed, or retained that can be classified under U.S. State Privacy Regulations (e.g., CO, CA, CT, MA, NY, NV, VA, UT, WA, CO etc.)?","Yes,No,N/A"
P.2.3.1,P. Privacy Management,"If client scoped data includes data of residents of any geographical area that has specific secondary purpose restrictions (e.g., California), does the contract organization maintain procedures that prohibit the vendor from retaining, using, or disclosing the personal information for any other commercial purpose other than the specific authorized purpose of performing the services?","Yes,No,N/A"
P.2.3.2,P. Privacy Management,Does the contract of the organization require any authorized users that process client scoped data to be subject to a duty of confidentiality?,"Yes,No,N/A"
P.2.4,P. Privacy Management,"Is client scoped data collected, accessed, transmitted, processed, disclosed, or retained that can be classified as European Union Personal Data or Sensitive Personal Data (e.g., racial, or ethnic origin, genetic data, biometric data, health data, sexual orientation, criminal history)?","Yes,No,N/A"
P.2.4.1,P. Privacy Management,Are there policies and procedures in place that apply specific restrictions and/or additional safeguards for protection of sensitive data?,"Yes,No,N/A"
P.2.4.2,P. Privacy Management,"Are there cross border data flows or international transfers of client scoped data (e.g., to the US from other countries, from the US to the EU or UK, or from EU to other third countries, or from UK to other third countries, etc.)?","Yes,No,N/A"
P.2.4.2.1,P. Privacy Management,Are there documented policies and procedures to address cross border data flows and international transfers of client scoped data?,"Yes,No,N/A"
P.2.4.3,P. Privacy Management,"Is there a process in place to erase personal data based on privacy rights, if required within certain jurisdictions (e.g., right to be forgotten) based upon the services provided?","Yes,No,N/A"
P.2.5,P. Privacy Management,"Is client scoped data collected, transmitted, processed, disclosed, or retained that can be classified as Personal Information as defined by Canadian Personal Information Protection and Electronic Documents Act (PIPEDA) or Canadian Provincial Privacy Regulations?","Yes,No,N/A"
P.2.5.1,P. Privacy Management,"Does the organization have policies and procedures in place to require mandatory maintenance of record-keeping obligations of all breaches of security safeguards for two years (e.g., Canadian Privacy and Data Protection)?","Yes,No,N/A"
P.2.6,P. Privacy Management,"Is client scoped data collected, accessed, transmitted, processed, or retained that can be classified under any other international privacy jurisdictions? If Yes, list the applicable international location in the Additional Information field.","Yes,No,N/A"
P.2.7,P. Privacy Management,"Is client scoped data of minors collected, transmitted, processed, disclosed, or stored as part of the services? If Yes, specify the age limitation (e.g., Age 16 and under) in the Additional Information Field.","Yes,No,N/A"
P.2.7.1,P. Privacy Management,"Does the organization maintain an external safe harbor certification for children's privacy? If yes, please indicate the certifying organization and link to current status.","Yes,No,N/A"
P.2.7.5,P. Privacy Management,Does the organization maintain policies and procedures that limit the use of biometric identifiers and prohibit the sale or disclosure for commercial purposes as specified in the contract?,"Yes,No,N/A"
P.3,P. Privacy Management,"Has the organization developed and maintained a formal privacy program for the protection of personal information collected, accessed, transmitted, processed, disclosed, or retained on behalf of the client?","Yes,No,N/A"
P.3.1,P. Privacy Management,"Is documentation of the data processing environment, including the role of the processor (such as data flows, schemas, information asset inventories, models, etc.), maintained for the systems/products/services that process client-scoped data based on data classification?","Yes,No,N/A"
P.3.1.1,P. Privacy Management,Is there a formalized approval process to review and update data classification definitions and related data flows/data inventories of client scoped data on a periodic basis?,"Yes,No,N/A"
P.3.1.4,P. Privacy Management,Does the data inventory include the categories of types of individuals or data subjects whose data is being processed?,"Yes,No,N/A"
P.3.1.5,P. Privacy Management,"Does the data inventory identify the specific data elements used within the services (e.g., Name, Address, Phone, Date of Birth, Government Identifiers, Gender, etc.)?","Yes,No,N/A"
P.3.2,P. Privacy Management,Does the privacy program plan describe the structure of dedicated privacy resources and the coordination of the responsibilities of various organizational roles responsible for various aspects of privacy?,"Yes,No,N/A"
P.3.2.1,P. Privacy Management,Is the privacy program plan reviewed annually and approved by senior management for privacy risk?,"Yes,No,N/A"
P.3.2.2,P. Privacy Management,"Is there a management procedure maintained to address changes to the privacy program based on results of privacy assessments or changes in privacy, regulatory or contractual obligations?","Yes,No,N/A"
P.3.3,P. Privacy Management,Has a qualified individual been designated as a Privacy Executive or Privacy Officer to oversee and implement the organization's privacy program and enforce its privacy policies?,"Yes,No,N/A"
P.3.3.1,P. Privacy Management,Does the organization's board of directors or ownership require management to regularly demonstrate that the privacy program meets its intended objectives?,"Yes,No,N/A"
P.3.4,P. Privacy Management,Is there an ongoing process to regularly review and update privacy policies and notices on a periodic basis?,"Yes,No,N/A"
P.4,P. Privacy Management,"Is there a training and awareness program that addresses data privacy and data protection obligations based on role for new workers (e.g., officers, directors, employees, contractors) at the time of onboarding?","Yes,No,N/A"
P.4.1,P. Privacy Management,"Is privacy awareness training for constituents, including privacy personnel, conducted on an annual basis including acknowledgement and acceptance of their roles and responsibilities for privacy requirements?","Yes,No,N/A"
P.4.2,P. Privacy Management,"Is there a mechanism in place to receive requests and address restrictions on processing, or objections to the processing of personal information?","Yes,No,N/A"
P.5,P. Privacy Management,"Are there documented policies and procedures that define limits to the collection and use of personal information to authorized users regarding limiting the personal information collected and used by authorized users (e.g., minimum necessary, need to know, job role)?","Yes,No,N/A"
P.5.1,P. Privacy Management,"Is there a documented policy or process to maintain accurate, complete, timely and relevant records of client scoped data?","Yes,No,N/A"
P.5.1.1,P. Privacy Management,"Are procedures documented that outline the relevancy of the personal information collected, used, or processed to the defined purpose of authorized data processing in the contract and/or privacy notice?","Yes,No,N/A"
P.5.2,P. Privacy Management,Is personal information collected directly from an individual by the organization on behalf of the client?,"Yes,No,N/A"
P.5.2.1,P. Privacy Management,Are there documented privacy policies and procedures that address choice and consent mechanisms for client-scoped data?,"Yes,No,N/A"
P.5.3,P. Privacy Management,Does the organization obtain personal information directly from the client?,"Yes,No,N/A"
P.5.3.1,P. Privacy Management,"Are there policies and procedures that address data collection, purpose limitation, and use based on the documented instructions of the client or by contract?","Yes,No,N/A"
P.5.3.2,P. Privacy Management,Is there a policy and process to limit any secondary use of client scoped data unless authorized?,"Yes,No,N/A"
P.5.3.3,P. Privacy Management,Are there policies and processes in place to support the client in responding to data subject access requests or if required by contract?,"Yes,No,N/A"
P.5.3.3.1,P. Privacy Management,"Does the process enable the individual to access, correct, or delete inaccurate or outdated personal information maintained by the organization?","Yes,No,N/A"
P.5.3.3.2,P. Privacy Management,Can the individual request an electronic copy of their personal information?,"Yes,No,N/A"
P.5.3.3.3,P. Privacy Management,Is there a documented process to reasonably authenticate or verify an individual's identity prior to fulfilling their request for access to their personal information?,"Yes,No,N/A"
P.5.4,P. Privacy Management,"Is there an oversight function or compliance management system that addresses the quality, relevance, timeliness, and completeness of client scoped data or personal information maintained by the organization?","Yes,No,N/A"
P.6,P. Privacy Management,"Does the organization have or maintain internet-facing website(s), mobile applications, platform, or other digital services or applications that collect, use, disclose, process, or retain client-scoped data that are accessed directly by individuals?","Yes,No,N/A"
P.6.1,P. Privacy Management,"Is a web privacy policy or notice provided to the individual at the time of collection on the platform (e.g., website, mobile application, other technology etc.)?","Yes,No,N/A"
P.6.1.1,P. Privacy Management,"Do privacy notices include the categories of personal information collected, retention schedules, use of outside data sources, including any categories of third parties with whom the personal information is shared?","Yes,No,N/A"
P.6.1.2,P. Privacy Management,Is notice provided at or before point of collection regarding the selling of personal information or sharing of data with third parties for marketing purposes?,"Yes,No,N/A"
P.6.1.3,P. Privacy Management,"Does the privacy notice include information about the web or digital technology used for targeted advertising, such as pixels, geolocation, cookies, web beacons, or tracking tools, and provide opt-out mechanisms?","Yes,No,N/A"
P.6.1.4,P. Privacy Management,"Does the platform, site, and/or application provide a mechanism to address the ability for individuals to opt out of targeted advertising or to prohibit the sale of their personal information?","Yes,No,N/A"
P.7,P. Privacy Management,"Does the organization have policies and procedures for conducting periodic data protection or privacy risk assessments (e.g., Data Protection Impact Assessments (DPIA), Privacy Impact Assessments (PIA) etc.)?","Yes,No,N/A"
P.7.1,P. Privacy Management,"Are privacy risks or control gaps identified, prioritized, and included in associated mitigation plans that are reviewed by management?","Yes,No,N/A"
P.7.1.1,P. Privacy Management,Does the organization maintain criteria and conditions that trigger conducting a Privacy Impact Assessment (PIA) and privacy risk assessment?,"Yes,No,N/A"
P.8,P. Privacy Management,"Does the organization have a data governance program and designated body accountable to define and implement administrative, technical, and physical and environmental safeguards for the protection of client scoped data?","Yes,No,N/A"
P.8.1,P. Privacy Management,"Are tests conducted at least annually of the effectiveness of the key administrative, technical, physical, and environmental safeguards for protecting personal information?","Yes,No,N/A"
P.8.2,P. Privacy Management,Are descriptions of the data protection safeguards available to individuals upon request regarding the steps taken to protect their personal information?,"Yes,No,N/A"
P.8.3,P. Privacy Management,"Is there a Third Party Risk Management Program (including ongoing monitoring) in place to address data protection safeguards (administrative, technical, and physical) for the security of the client scoped data?","Yes,No,N/A"
P.8.4,P. Privacy Management,"Is client scoped data aggregated, appended, profiled, or modeled using data analytics (e.g., algorithms, artificial intelligence, machine learning, data models, automated decision making)?","Yes,No,N/A"
P.8.5,P. Privacy Management,"Are there control mechanisms in place to de-identify, mask, anonymize, or pseudonymize personal information?","Yes,No,N/A"
P.8.6,P. Privacy Management,Do the procedures include opt-in and opt-out requirements for the services provided?,"Yes,No,N/A"
P.9,P. Privacy Management,"Are there policies and procedures in place to detect and report privacy incidents (such as unauthorized disclosure, misuse, alteration, destruction, or other compromises of client data) in accordance with the Gramm-Leach-Bliley Act (GLBA) and the related Privacy and Security Safeguards Rules?","Yes,No,N/A"
P.9.1,P. Privacy Management,Is there a process in place to identify and report privacy incidents including notification to external authorities as required by applicable privacy or cyber security law?,"Yes,No,N/A"
P.10,P. Privacy Management,"Do any other parties (e.g., affiliates, fourth-Nth parties, contractors, subcontractors, sub-processors, sub-service organizations, etc.) have access to, receive, process, or retain client scoped data?","Yes,No,N/A"
P.10.1,P. Privacy Management,"Do agreements with fourth parties who have access to or potential access to client scoped data address the same legal and contractual requirements as the service organization e.g., data protection safeguards, breach notification, authorized use, return of data, secure data disposal, etc.?","Yes,No,N/A"
P.11,P. Privacy Management,"Is there a data privacy or data protection role accountable for compliance, enforcement, and monitoring of its privacy obligations for client scoped data?","Yes,No,N/A"
P.11.1,P. Privacy Management,"Are there policies and procedures in place to provide individual notice or publicly facing communication channels (e.g., email, phone) to enable submission and response to privacy inquiries (including recourse for privacy violations), feedback, complaints, and disputes?","Yes,No,N/A"
P.12,P. Privacy Management,"If necessary, does the organization have a process to ensure that its registration information is accurate and complete with the appropriate competent authority no later than every 3 months?","Yes,No,N/A"
R.1,R. Artificial Intelligence,"Does the organization have a process to inform personnel of legal and regulatory considerations and requirements specific to its industry, sector, and business purpose, and the application context of the deployed AI system(s)?","Yes,No,N/A"
R.1.1,R. Artificial Intelligence,Are AI risk management practices aligned with applicable legal standards?,"Yes,No,N/A"
R.2,R. Artificial Intelligence,"Do organizational policies, processes, and procedures include the characteristics of trustworthy AI?","Yes,No,N/A"
R.2.1,R. Artificial Intelligence,Is the AI Policy aligned to broader data governance policies and practices particularly the use of sensitive or otherwise risky data?,"Yes,No,N/A"
R.4,R. Artificial Intelligence,Does the organization monitor and perform a periodic review of the AI risk management process and its outcomes that are planned to include organizational roles & responsibilities?,"Yes,No,N/A"
R.4.1,R. Artificial Intelligence,"Does the organization establish policies and procedures for monitoring and addressing AI system performance and trustworthiness, including bias and security problems across the lifecycle of the system?","Yes,No,N/A"
R.5,R. Artificial Intelligence,Does the organization establish policies that define the creation and maintenance of AI system inventories?,"Yes,No,N/A"
R.5.1,R. Artificial Intelligence,Does the organization establish policies to define mechanisms for measuring or understanding the likelihood of an AI system's impacts and their magnitude at key stages in the AI lifecycle?,"Yes,No,N/A"
R.6,R. Artificial Intelligence,"Does the organization establish an accountability structure so that the appropriate teams and individuals are empowered, responsible, and trained for mapping, measuring, and managing AI risks?","Yes,No,N/A"
R.6.1,R. Artificial Intelligence,"Does the organization establish policies and procedures regarding AI actor roles, and responsibilities for human oversight of deployed systems?","Yes,No,N/A"
R.7,R. Artificial Intelligence,Does the organization establish AI policies for personnel addressing ongoing education?,"Yes,No,N/A"
R.7.1,R. Artificial Intelligence,Does training include organizational AI policies?,"Yes,No,N/A"
R.7.1.1,R. Artificial Intelligence,Does the training include trustworthy AI characteristics?,"Yes,No,N/A"
R.7.2,R. Artificial Intelligence,"Does the organization establish or identify, and document reliability measures?","Yes,No,N/A"
R.7.3,R. Artificial Intelligence,"Does the AI Policy establish a frequency of and detail for monitoring, auditing and review processes?","Yes,No,N/A"
R.7.4,R. Artificial Intelligence,Does the AI Policy include testing for incident response plans?,"Yes,No,N/A"
